Ticker,Name,Exchange
30752569.VI,WIE/ERSTEGR P-OPT,VIE
X813B.PA,,PAR
5572C.PA,PEUGO/CITI P-WT,PAR
C185C.AS,CISCO/CITI WT OPEN,AMS
18905182.VI,PST/RCB ZT,VIE
DP75B.AS,,
L439Z.PA,,PAR
T814B.PA,,PAR
Z944B.PA,LINKEDIN /BNP WT 16,PAR
N822B.PA,,
UI987M.MI,"UCMB0,1SLP4A150916",MIL
F957Z.PA,,
Q245C.AS,,
GD88B.AS,CRBN 15.44BL OPENB,AMS
30752484.VI,SY1/ERSTEGR OPT,VIE
UI343M.MI,,
SXE609LDC024.MX,,MEX
Q641C.AS,,
Z821B.NX,,
041050.TW,,
NOK6B--86NDS.HE,,
J468Z.BR,,BRU
5C96Z.PA,,PAR
FM34G.AS,,
N512C.AS,,AMS
BX17B.AS,UNIBL/BNP P-WT OPEN,AMS
UI767M.MI,,MIL
UI162N.MI,,MIL
31525769.VI,,
J475Z.BR,,BRU
USIEF.IS,,
Z669B.PA,NOKIA/BNP WT 18,PAR
Z371B.PA,LAGAR/BNP WT 16,PAR
B140S.PA,,
HLB04D.F,HELABA 20 VAR,FRA
J073Z.BR,,BRU
3532T.PA,FERRARI/UCB WT 16,PAR
28538690.VI,,
D081C.LS,,
Z044B.PA,CAGRI/BNP WT 16,PAR
F858Z.PA,ENGI/COBA CT 16,PAR
4652T.PA,VOLKSWAGE/UCB WT 16,PAR
OZDQL.IS,XU030/DB P-WT16,IST
041215.TW,,
25301772.VI,SILBER/ERSTEGR POPT,VIE
J418Z.PA,,PAR
5980Z.LS,,
A088Z.PA,,PAR
UI555M.MI,"UCEURCHF10SLP1,05A140916",MIL
H576B.PA,,PAR
Q396C.AS,,AMS
C694S.PA,,PAR
042454.TW,,TAI
G852Z.BR,,
24T7Z.AS,,
24962876.VI,DBK/RCB 16 ZT,VIE
044086.TW,,TAI
G790Z.PA,,PAR
033595.TW,,
038303.TW,,
51B059.KS,,
Z550B.PA,,PAR
ILUKOS-A,,
29651-OL.HK,UBSANDS@EP1603A,HKG
J436Z.BR,,BRU
20214-OL.HK,BP-HKEX@EC1607A,HKG
Q058Z.PA,,PAR
043865.TW,,TAI
6173H.AS,RNO/GOSA CT,AMS
Y444B.PA,CAC40/BNP P-WT 16,PAR
Q113G.NX,,
3952Z.PA,,PAR
UI763M.MI,,MIL
48W8Z.AS,,
8027C.PA,VALOU/CITI WT OPEN,PAR
SEB_1210C.ST,,
X1AF26.MI,NTXEEFUGACCPXPAB50%E181217,MIL
5295Z.LS,,
AL5736.MI,"ALENICCPXP18,07AE061017",MIL
Q337C.NX,,
AGLSZX-A,AGL ENERGY RBSFE19IW,ASX
2P65Z.PA,,
HD17B.AS,,AMS
20455.HK,SG-CRCC@EC1605A,HKG
Y415B.PA,,PAR
N682C.AS,,AMS
QBESWH-A,QBE INSUR. WBCJN16IW,ASX
57CLZ.BR,ASML/COBA CT,BRU
J448Z.BR,,BRU
I02242.TI,FCA/BANCA IMI17,TLO
EV15G.AS,,
53BWZ.AS,,AMS
H102S.PA,,PAR
27358067.VI,,
BULL-RAPS-X4-S.ST,,
11DA.L,UKX/BARCLAYS 17VRN,LSE
53MIZ.AS,GMLTO38.34TL OPENZ,AMS
R766C.AS,,
62334.HK,UB_HSI  RC1706J,HKG
UI089N.MI,,
J440Z.BR,,BRU
A952S.PA,AXA/SG WT OPEN,PAR
035048.TW,,
11902.HK,MB-CKH @EC1604A,HKG
STPI08C1504A.BK,,
46WHZ.AS,VOW  79.38TL OPENZ,AMS
Y600B.PA,,PAR
28633020.VI,TKA/RCB 17 ZT,VIE
Q515S.PA,,PAR
K679Z.PA,,
J655Z.PA,,PAR
3759827.VI,SBOX/RCB ZT,VIE
AA2C8S.F,,
4248T.PA,SAFRN/UCB P-WT 16,PAR
31525824.VI,,
58AF36.KS,,KSC
STWSSS-A.A,,
UI479K.MI,"UCLKD0,01SLC300A170616",MIL
042920.TW,,TAI
9487C.PA,VIVEN/CITI P-WT 16,PAR
QRNKOP-A.A,,
24533.HK,MBLENOV@EC1607A,HKG
UI645M.MI,"UCFTMIB0,0001SLP9000A151217",MIL
58AH26.KS,,KSC
57AD20.KS,,
W248Z.LS,,LIS
8971C.PA,SOGEN/CITI WT 16,PAR
51A153.KS,,
3817T.PA,STGOB/UCB P-WT 16,PAR
584H47.KS,,
J074Z.PA,,
042376.TW,,TAI
OV4AXL.TI,EOAN/UCB 16,TLO
24765423.VI,BAS/RCB 16 ZT,VIE
4995912.VI,NG/RZB ZT,VIE
X22523.TI,UCG/BNPP ARBITR 17,TLO
23084025.VI,VOE/ERSTEGR P-OPT,VIE
Z444B.PA,AIRFR/BNP P-WT 16,PAR
92WUZ.AS,,
043057.TW,,TAI
LST610LDC025.MX,,MEX
OV4BCV.TI,STM/UCB 17 CT,TLO
31150054.VI,VER/RCB OPT 17,VIE
5059H.AS,,
7247H.AS,,AMS
ETC087.F,F-1X GAS/COBA ZT,FRA
0031C.NX,,ENX
14034109.VI,,
030667.TW,,
UI147N.MI,"UCUS0,1SLC1,6A150916",MIL
C632S.PA,,
F710S.PA,EDF/SG P-WT OPEN,PAR
F870Z.PA,DG/COBA CT 16,PAR
3Q60Z.PA,,
8950S.PA,VALEO/SG P-WT OPEN,PAR
1396Z.PA,PX1/COBA CT 17,PAR
23587.HK,HS-HSI @EP1601A,HKG
15LQZ.BR,,
0425S.PA,EURGBP/SG WT OPEN,PAR
Q150C.AS,,AMS
042189.TW,,TAI
UI661K.MI,"UCHBPCCPXP10,6468AB7,4528E21121",MIL
60557-OL.HK,HS#HKEX RC1509A,HKG
UI917M.MI,"UCISP0,1SLP2A150916",MIL
93E7Z.BR,EUR/USD/COBA CT,BRU
12BWZ.BR,GTO/COBA CT,BRU
Y325B.PA,,
22041-OL.HK,JP-CGNP@EC1511A,HKG
28WUZ.BR,ARCAD/COBA CT,BRU
720804.TWO,,TWO
034165.TW,,
11851622.VI,SAHOL/RCB ZT,VIE
X73727.TI,ENI/SECURASSET 18,TLO
6993C.PA,,
57AG88.KS,,
21098-OL.HK,MBKSOFT@EC1511B,HKG
Q193C.AS,,AMS
719262.TWO,,TWO
F711S.PA,EDF/SG P-WT OPEN,PAR
D059C.LS,,
I02457.MI,"BI FCARAC0,100427SLC15,9318E050",MIL
H280S.PA,CAC40/SG P-WT 16,PAR
16251-OL.HK,SC-CUNI@EP1512A,HKG
DXD2Z.IS,,
58A382.KS,,
7752H.AS,,AMS
Q842C.AS,,AMS
A474T.PA,,PAR
719460.TWO,,TWO
041484.TW,,
26982078.VI,,
H008S.PA,,PAR
78NB.L,BCCL/BARCLAYS 17,LSE
30752560.VI,UTDI/ERSTEGR P-OPT,VIE
QOZSWR-A,BETARAFI WBC IW,ASX
PTTG01C1605A.BK,,SET
X184G.PA,FGBLU6/ING WT OPEN,PAR
X840B.PA,ALSTO/BNP WT OPEN,PAR
BULL-APM-X2H.CO,,
29BWZ.BR,BARIK/COBA WT OPEN,BRU
HJ70G.AS,,AMS
X943B.PA,CAC40/BNP WT 17,PAR
23511979.VI,,
Z077B.NX,,
Q374S.PA,,
X649B.PA,,
31153435.VI,,
A796S.PA,,
N768C.AS,,AMS
30247863.BR,,
03072P.TW,,TAI
1675Z.PA,,PAR
040004.TW,,TAI
4678H.AS,,
J429Z.PA,,PAR
P020B.PA,,PAR
7181G.AS,XAU/ING CT,AMS
07849P.TW,,
038312.TW,,
31514533.VI,RAW/RCB 17 ZT,VIE
UI173N.MI,,MIL
043916.TW,,TAI
I190S.PA,VALOU/SG WT 16,PAR
26984984.VI,10.5 BAYN/RCB 16,VIE
Q646C.AS,SILBER/CITI CT,AMS
2685T.PA,ALIBAB/UCB P-WT 16,PAR
31186043.VI,BRN/RCB ZT,VIE
S10924.MI,SGEEUS50CNPOPE261017,MIL
J274B.PA,BRN6Z/BNP P-WT 16,PAR
F461Z.PA,EDF/COBA WT 16,PAR
N690C.AS,,AMS
042202.TW,,TAI
58YB.L,3.2 IRELAND/INVES19,LSE
5898C.PA,MICHL/CITI P-WT 16,PAR
62685.HK,CS_HSI  RC1611E,HKG
FG45B.AS,UNILV 36.3BL OPENB,AMS
89CDZ.BR,,BRU
65705.HK,UB_HSI  RP1605B,HKG
QBEKOG-A,,
7996C.PA,ESTX/CITI WT 16,PAR
6958G.AS,,AMS
ISISD.IS,,
TTDDO.IS,,
J956Z.PA,CO/COBA CT 16,PAR
I02470.MI,"BI MB0,1SLC11E050916",MIL
OZDMF.IS,,
1616Z.PA,,PAR
C997S.PA,,PAR
EBY4Z.LS,,LIS
043209.TW,,TAI
XS1136288633.TI,ITALIAN/PALLAD24VRN,TLO
F882Z.PA,,PAR
7989T.PA,,PAR
I10475.TI,,TLO
SFYSRT-A.A,,
H599Z.PA,,PAR
V472B.PA,,
043334.TW,,TAI
25872085.VI,,
31241407.VI,RAW/RCB OPT 17,VIE
8903S.PA,,PAR
2035S.BR,AEX/SG P-WT OPEN,BRU
6495T.PA,SIEME/UCB P-WT 16,PAR
SAM6O--40NDS.HE,,
30752505.VI,ALV/ERSTEGR P-OPT,VIE
14W5Z.AS,ALTRI38.23TL OPENZ,AMS
1940Z.PA,INGIF/COBA CT,PAR
042554.TW,,TAI
10658852.VI,AGR/RCB ZT,VIE
V455B.PA,,
C790S.PA,,PAR
089591.TW,,
T230B.PA,NATIX/BNP WT OPEN,PAR
G040Z.PA,,PAR
H061S.PA,,PAR
043937.TW,,TAI
HH72G.AS,,AMS
6806T.PA,,
FY67B.AS,,AMS
043203.TW,,TAI
038382.TW,,
041939.TW,,TAI
P962C.LS,,
63831-OL.HK,SC#HSI  RP1602B,HKG
UI772M.MI,"UCBP0,1348SLC8,9033A150916",MIL
43CDZ.AS,BOEIN93.72TL OPENZ,AMS
9838C.PA,TESLA MO/CITI WT 16,PAR
F615Z.PA,,
Y347G.AS,,
23614568.VI,,
1753S.PA,,PAR
R879C.AS,,AMS
K402Z.BR,,BRU
043420.TW,,TAI
HC76B.AS,,AMS
UI788M.MI,,MIL
08656P.TW,,TAI
UI052N.MI,,MIL
8137H.AS,,AMS
N553C.AS,SANOF/CITI P-WT,AMS
19M9Z.AS,USD/JPY/COBA CT,AMS
R969C.AS,,AMS
2751Z.PA,,
042154.TW,,TAI
27927311.VI,VOE/ERSTEGR P-OPT,VIE
T888K.PA,,
23319-OL.HK,UBFTA50@EC1603C,HKG
6909C.PA,ARCMI/CITI WT 16,PAR
037053.TW,,
035878.TW,,
044096.TW,,TAI
Y200B.PA,,PAR
23927.HK,CS-HSBC@EC1605A,HKG
52YS.L,KUAJISHAO/HSBC WT24,LSE
61418-OL.HK,BP#HSI  RP1604N,HKG
GZ12B.AS,USJPY 116.BS OPENB,AMS
2652S.PA,CDI/SGP-WT-OE,PAR
I01283.TI,SPX/BANCA IMI 18 CT,TLO
W253B.PA,,PAR
035437.TW,,
L869S.PA,,PAR
G395Z.PA,,PAR
041145.TW,,
K123Z.PA,,
07724P.TW,,
31185796.VI,12.76596 VIG/RCB 17,VIE
043697.TW,,TAI
Q419S.PA,,PAR
61WUZ.BR,,BRU
62389.HK,HS_GW MCRC1612B,HKG
16OU.L,BARCLY/BARCLAYS 19 ,LSE
62932-OL.HK,JP#HSI  RC1607H,HKG
036082.TW,,
73PH.L,WANDACIN/HSBC WT18,LSE
KNE6C--42NDS.HE,,
11BK.L,FTSE/RBS P-WT16,LSE
039693.TW,,
K539Z.PA,,PAR
034505.TW,,
13645-OL.HK,JPSTANC@EC1510A,HKG
K492B.PA,,PAR
7249C.PA,CAC40/CITI P-WT 16,PAR
PTTE01C1603A.BK,,
HH46G.PA,,PAR
58A660.KS,,
4342C.PA,,PAR
S225S.PA,,PAR
032864.TW,,
A13VR1.BE,ETFS 3X/ETFS EQUITY,BER
COCG.L,"UBS AG, London Branch",LSE
X42221.TI,INGA/SECURASSET 18,TLO
08023P.TW,,
D112S.PA,,PAR
23968.HK,JP-HKEX@EC1609C,HKG
KCDRB.IS,,
15704-OL.HK,JP-CUNI@EC1612C,HKG
3C89Z.PA,,PAR
03145P.TW,,TAI
0105WA.KL,,
07632P.TW,,
UI639K.MI,"UCHUSCCPBON2,46CB2,091E161216",MIL
BOQJRA-A,,
034607.TW,,
66830-OL.HK,CS#HSI  RC1606J,HKG
N451C.AS,,AMS
Z924C.AS,POSTNL/CITI WT OPEN,AMS
J621Z.PA,,
43PE.L,IBE/BARCLAYS 17 ELN,LSE
S249S.PA,MICHL/SG P-WT 16,PAR
68387-OL.HK,CS#HSI  RP1512A,HKG
J230B.PA,FTCOM/BNP WT OPEN,PAR
F684S.PA,,PAR
30853101.VI,CXE/RCB 16 ZT,VIE
54A659.KS,,
1411C.PA,,PAR
H435C.AS,AIRFR/CITI P-WT,AMS
G349S.PA,,PAR
H236Z.PA,EUR/USD/COBA CT,PAR
X814B.PA,,
G346Z.PA,,
27100628.VI,NESN/RCB ZT,VIE
THIPB.IS,,
L502Z.PA,,PAR
T890B.PA,,PAR
Y244B.PA,,PAR
07173P.TW,,
FXITT.IS,,
J456Z.PA,OR/COBA WTS 16,PAR
T926B.PA,GDF/BNP WT 16,PAR
G167Z.PA,MC/COBA CT,PAR
6459T.PA,GMLTO/UCB WT 16,PAR
UI637M.MI,"UCFTMIB0,0001SLP14000A181116",MIL
Y443B.PA,TOTAL/BNP WT 16,PAR
R187Z.PA,,PAR
042312.TW,,TAI
L466Z.PA,,
V483B.PA,,
037635.TW,,
W188B.PA,SX5E/BNPAI CT 21,PAR
721456.TWO,,TWO
57A095.KS,,
QANJOQ-A,,
F459Z.PA,,
X503B.PA,,PAR
SES-TO.ST,SC ENVIRO 16 WTS,STO
Z494B.PA,,PAR
J101Z.PA,VK/COBA P-WTS 16,PAR
FS57G.AS,,
J023Z.PA,,
F847Z.PA,MC/COBA CT 16,PAR
W628B.PA,,PAR
N475C.AS,,AMS
X85982.TI,,TLO
G955S.PA,,PAR
H444B.PA,,
BDMS01P1605A.BK,,SET
74MLZ.BR,,BRU
UI364K.MI,,MIL
EL48G.AS,,
54WUZ.BR,DAX  10697TS OPENZ,BRU
X66474.TI,SPGCGCP/MEDIOB21VRN,TLO
57B114.KS,,
042183.TW,,TAI
1731S.PA,ALPHABET I/SG WT 16,PAR
61931.HK,UB_HSI  RP1602T,HKG
H100S.PA,,PAR
UI629K.MI,UCHSCHNEI65.96E16,MIL
54L7Z.BR,,
58AH33.KS,,
UI777M.MI,"UCBP0,1348SLC8,9033A151216",MIL
19193168.VI,5 BASKET/RCB 16 ZT,VIE
NDA6B-100SHB.ST,,
GQ30B.AS,,AMS
1690S.PA,CLF6/SG  WT OPEN,PAR
20954807.VI,ABBN/ERSTE GR ZT,VIE
18681.HK,CSFTA50@EC1603A,HKG
5718Z.LS,REN REDE/COBA WT 16,LIS
FZ39B.AS,,AMS
4920H.AS,,
H189S.PA,CAC40/SG P-WT 16,PAR
MHGW16F123DNMX.OL,,
034413.TW,,
H786Z.PA,,
FD35G.AS,,
6062C.PA,YAHOO/CITI WT OPEN,PAR
57A856.KS,,
ISIGH.IS,,
088302.TW,,
GQ74B.AS,,AMS
HF48B.AS,,AMS
CPAL08C1607A.BK,,SET
J087Z.BR,,
3570T.PA,TESLA MOT/UCB WT 16,PAR
57B240.KS,,KSC
7446C.PA,,PAR
LB06DZ.BE,VOD/LBBW 22,BER
043139.TW,,TAI
717951.TWO,,
07801P.TW,,
SLVR3L.MI,SG ETC SILVER +3X DAILY LEVER C,MIL
61813-OL.HK,UB#HSI  RP1510R,HKG
W968B.PA,SILVE/BNP WT OPEN,PAR
7092H.AS,DL/GOSA CT,AMS
J072Z.BR,,
31083089.VI,UBSG/RCB P-OPT 17,VIE
Z362C.AS,FUGRO/CITI WT OPEN,AMS
041379.TW,,
P585B.PA,,
H077S.PA,,PAR
SEB_1208B.ST,,
31086413.VI,UBSG/RCB ZT,VIE
X133B.PA,ML/BNP CT 17,PAR
ML10Z.PA,LX10MIBFI/COBA CT,PAR
J900Z.PA,,
041049.TW,,
MEO6M--18NDS.HE,,
J878B.PA,,
1609Z.PA,TESLA 145.TL OPENZ,PAR
24298.HK,SC-CGS @EC1605A,HKG
Q591C.AS,,AMS
X803B.PA,,PAR
I02516.MI,,MIL
N988C.AS,,AMS
UI840M.MI,"UCEXO0,1SLP20A150916",MIL
0069WC@OM.KL,,
V979B.PA,,
31221071.VI,IIA/RCB ZT,VIE
58B015.KS,,KSC
G586Z.PA,GTO/CBK 16 CT,PAR
FZ61B.AS,DBANK/BNP P-WT OPEN,AMS
J276B.PA,BRN6Z/BNP P-WT 16,PAR
54A461.KS,,
1300S.PA,,PAR
BNX6B.AS,RDSA/BNPP 18 VRN,AMS
107766.L,,
V722B.PA,,PAR
2869Z.PA,,PAR
042960.TW,,TAI
J268B.PA,,PAR
LUP6L-110NDS.ST,LUPE/NORD WTS 16,STO
29909554.VI,BASKET/ERSTEGR 19,VIE
8609T.PA,RENAU/UCB P-WT OPEN,PAR
Q241K.PA,,
Z613B.PA,,PAR
Q057Z.NX,,
R207C.AS,,AMS
1401Z.PA,PX1/COBA CT 17,PAR
5659C.NX,,ENX
2173T.PA,BOUYG/UCB P-WT OPEN,PAR
77CLZ.AS,WESSA7.886TL OPENZ,AMS
1079Z.BR,,BRU
UI888M.MI,"UCFCA0,1005SLC7,9565A151216",MIL
041493.TW,,
9462T.PA,CAC40/UCB P-WT OPEN,PAR
3506T.PA,,PAR
15BZZ.AS,IBEX  9391TS OPENZ,AMS
H176S.PA,CAC40/SG WT 16,PAR
F420Z.PA,,
GV14G.AS,,
Z789B.PA,,
SGI_GTM_1830.ST,,
D056C.LS,,
31185797.VI,16.17021 VIG/RCB 17,VIE
KSMJM-B1.TA,KSM JAMBO LTD,TLV
A033Z.PA,,PAR
T580B.PA,,PAR
17822.HK,MBKSOFT@EC1607A,HKG
040809.TW,,TAI
Y121B.PA,LVMH/BNP WT 16,PAR
3089T.PA,FB/UCB WT 16,PAR
20272-OL.HK,JP-AIA @EC1510A,HKG
I02520.MI,,MIL
089413.TW,,
DC57B.AS,,
23994854.VI,NVTK/RCB ZT,VIE
D449Z.PA,SU/COBA 16 CT,PAR
039567.TW,,
N692C.AS,,AMS
T894B.PA,ESILO/BNP WT OPEN,PAR
Y473B.PA,,
3926T.PA,VEOLI/UCB WT OPEN,PAR
14KQ.L,YGSOFT/HSBC WT22,LSE
G964S.PA,,PAR
ALF602RDC027.MX,,
5354C.PA,EDF/CITI P-WT OPEN,PAR
J039Z.PA,,
JAS01P1605A.BK,,SET
T731B.PA,APPLE/BNP P-WT 16,PAR
03242P.TW,,TAI
3638T.PA,AIRLQ/UCB WT 16,PAR
7207C.PA,CAC40 4150TL 0916C,PAR
58A562.KS,,
Z759B.PA,DAX/BNP P-WT 16,PAR
GL27G.AS,,AMS
BMQW.SI,,SES
57B216.KS,,KSC
31525903.VI,,
1692Z.BR,GLE/COBA P-WTS 16,BRU
G303S.PA,,PAR
XJOMOV-A,,ASX
K786B.PA,,PAR
036359.TW,,
Q751C.AS,,AMS
A820B.PA,,
62330.HK,UB_HSI  RC1701D,HKG
57NE.L,BARCLAYS/BARCLAYS19,LSE
92MLZ.BR,,BRU
08641P.TW,,TAI
5337Z.LS,,
X593B.PA,VIVEN/BNP WT OPEN,PAR
8932S.PA,,PAR
UI915M.MI,"UCISP0,1SLC2,4A150916",MIL
BHPKOS-A,,ASX
Z810B.PA,AMAZO/BNP P-WT 17,PAR
1125V.PA,,PAR
Q745C.AS,,AMS
57CDZ.AS,,AMS
58A042.KS,,
31221069.VI,,
Q329C.NX,,
X187B.PA,,PAR
V130K.PA,,
043174.TW,,TAI
042649.TW,,TAI
H162S.PA,CAC40/SG WT 16,PAR
035232.TW,,
GN47B.AS,,AMS
20090-OL.HK,UB-AIA @EP1509A,HKG
Y954Z.LS,PSI20/COBA P-WT,LIS
58AA01.KS,,
1882Z.PA,,PAR
2711T.PA,ALPHABET /UCB WT 16,PAR
9749T.PA,,PAR
Q623C.AS,,
F588Z.PA,EDF  13.31TS OPENZ,PAR
4307T.PA,,PAR
3917T.PA,LVMH/UCB WT 16,PAR
U880Z.BR,,BRU
719538.TWO,,
28645614.VI,EOAN/RCB 17 ZT,VIE
P13213.MI,,
041981.TW,,TAI
I02429.TI,,
Z701B.PA,,
07623P.TW,,
07736P.TW,,
G290Z.PA,,
NL6871.MI,"BPASP500SLML937,0861AB966E19041",MIL
74RT.L,RPI/UNIT 56 VRN,LSE
5183CY.KL,,
21149-OL.HK,UB-HKEX@EC1512G,HKG
043919.TW,,TAI
OZD3I.IS,,
D600Z.PA,YHOO/COBA CT,PAR
N673C.AS,,AMS
H177S.PA,CAC40/SG P-WT 16,PAR
F539Z.AS,NDX/COBA CT,AMS
28MDZ.BR,RTL/COBA CT,BRU
043294.TW,,TAI
Z707B.PA,,PAR
I02513.MI,,MIL
MINILOMXAVA98.ST,OMXS30/MS WTS,STO
CR65B.AS,AEGON8.442BS OPENB,AMS
96MLZ.AS,,AMS
3014C.PA,APPLE/CITI WT 16,PAR
UI127L.MI,"UCDIA0,1SLC50A150916",MIL
S15834.MI,"SGFTMIB0,0001SLC28000A210619",MIL
X517B.PA,MPROM/BNP WT OPEN,PAR
H635B.PA,,PAR
F956Z.PA,,
Q516S.PA,,PAR
J533Z.PA,MAU/COBA CT,PAR
54A642.KS,,
039965.TW,,
K879B.PA,,
27680277.VI,,
2745T.PA,APPLE/UCB WT 16,PAR
